query	target	prog_score	cirpin_score	tm_score_cp
d3d8ba_	d2cdqa1	0.33	0.94	0.31
d1ovma3	d2cdqa1	0.53	0.92	0.36
d2ihta3	d2cdqa1	0.52	0.91	0.35
d1gkub1	d2cdqa1	0.35	0.95	0.27
d6bzra_	d2cdqa1	0.32	0.93	0.31
d3seaa_	d2cdqa1	0.31	0.91	0.27
d2vk8a3	d2cdqa1	0.51	0.92	0.30
d1iqpa2	d2cdqa1	0.35	0.94	0.28
d4p32a_	d2cdqa1	0.31	0.92	0.33
d1t5ia_	d2cdqa1	0.41	0.94	0.32
d1tf5a4	d2cdqa1	0.39	0.94	0.30
d1gsia_	d2cdqa1	0.40	0.90	0.31
d1vpla_	d2cdqa1	0.30	0.92	0.33
d1c4oa2	d2cdqa1	0.39	0.94	0.32
d1sdma_	d2cdqa1	0.37	0.92	0.32
d3q72a_	d2cdqa1	0.35	0.90	0.22
d1ji0a_	d2cdqa1	0.31	0.91	0.30
d2fz4a1	d2cdqa1	0.36	0.95	0.23
d2z0ma2	d2cdqa1	0.39	0.92	0.24
d5c1ta2	d2cdqa1	0.38	0.90	0.23
d1w36d2	d2cdqa1	0.39	0.92	0.22
d1tf5a3	d2cdqa1	0.33	0.95	0.29
d4r7ya2	d2cdqa1	0.33	0.91	0.26
d4qqwa2	d2cdqa1	0.35	0.96	0.33
d1gm5a3	d2cdqa1	0.37	0.93	0.36
d3hjha1	d2cdqa1	0.40	0.92	0.27
d1d2na_	d2cdqa1	0.32	0.93	0.31
d1in4a2	d2cdqa1	0.40	0.93	0.32
d3peya1	d2cdqa1	0.38	0.94	0.27
d3b82a1	d2cdqa1	0.33	0.92	0.38
d2fh5b1	d2cdqa1	0.31	0.92	0.31
d1gl6a_	d2cdqa1	0.35	0.91	0.30
d1t6na_	d2cdqa1	0.37	0.95	0.31
d1q0ua_	d2cdqa1	0.39	0.94	0.27
d1wb9a2	d2cdqa1	0.31	0.92	0.28
d2vhja_	d2cdqa1	0.32	0.92	0.28
d1g8pa_	d2cdqa1	0.31	0.92	0.26
d1l8qa2	d2cdqa1	0.36	0.92	0.29
d4rvca_	d2cdqa1	0.30	0.92	0.33
d1nrjb_	d2cdqa1	0.31	0.91	0.32
d3lfua1	d2cdqa1	0.37	0.94	0.33
d5nt7b_	d2cdqa1	0.39	0.93	0.30
d1wp9a1	d2cdqa1	0.35	0.95	0.32
d3a1wa1	d2cdqa1	0.36	0.92	0.26
d1a1va2	d2cdqa1	0.34	0.92	0.30
d1vdza1	d2cdqa1	0.32	0.93	0.34
d3ja832	d2cdqa1	0.34	0.91	0.32
d1l8aa2	d2cdqa1	0.51	0.91	0.32
d3tuic1	d2cdqa1	0.31	0.94	0.33
d2i3ba1	d2cdqa1	0.35	0.93	0.31
d2dy1a2	d2cdqa1	0.34	0.94	0.42
d1w36c2	d2cdqa1	0.37	0.92	0.25
d1a1va1	d2cdqa1	0.36	0.92	0.25
d1yj5a2	d2cdqa1	0.45	0.90	0.27
d2hjva_	d2cdqa1	0.40	0.94	0.32
d2nr8a_	d2cdqa1	0.36	0.92	0.34
d2eyqa5	d2cdqa1	0.41	0.94	0.30
d2fnaa2	d2cdqa1	0.39	0.94	0.33
d1oywa3	d2cdqa1	0.39	0.94	0.31
d6z4wa_	d2cdqa1	0.32	0.94	0.32
d2gk6a3	d2cdqa1	0.33	0.95	0.30
d1wp9a2	d2cdqa1	0.37	0.91	0.27
d1jsca3	d2cdqa1	0.56	0.91	0.35
d1g41a_	d2cdqa1	0.34	0.94	0.27
d2jdid3	d2cdqa1	0.34	0.94	0.34
d2lkca1	d2cdqa1	0.33	0.92	0.28
d3dc4a1	d2cdqa1	0.37	0.90	0.32
d6m96a1	d2cdqa1	0.34	0.93	0.34
d1w4ra1	d2cdqa1	0.39	0.92	0.27
d1um8a_	d2cdqa1	0.39	0.95	0.38
d1w36b1	d2cdqa1	0.37	0.91	0.25
d3hjha2	d2cdqa1	0.43	0.92	0.21
d2c61a1	d2cdqa1	0.32	0.93	0.33
d2xaua2	d2cdqa1	0.38	0.94	0.29
d2z0ma1	d2cdqa1	0.37	0.95	0.30
d5y4za1	d2cdqa1	0.34	0.93	0.30
d1sxja2	d2cdqa1	0.36	0.92	0.30
d1mv5a_	d2cdqa1	0.32	0.91	0.32
d2i4ia3	d2cdqa1	0.39	0.95	0.31
d2oxca_	d2cdqa1	0.36	0.94	0.29
d1zd9a1	d2cdqa1	0.33	0.91	0.27
d1w36d1	d2cdqa1	0.37	0.94	0.23
d2dpya2	d2cdqa1	0.32	0.95	0.33
d2jdia3	d2cdqa1	0.32	0.95	0.33
d1cr1a_	d2cdqa1	0.31	0.92	0.38
d2j0sa2	d2cdqa1	0.39	0.95	0.32
d6v6ua_	d2cdqa1	0.34	0.94	0.27
d2fn3a3	d2cdqa1	0.53	0.91	0.27
d6hh2a_	d2cdqa1	0.32	0.92	0.26
d1oywa2	d2cdqa1	0.39	0.95	0.33
d6d71a_	d2cdqa1	0.34	0.91	0.29
d3tbka1	d2cdqa1	0.34	0.95	0.31
d1mkya2	d2cdqa1	0.33	0.92	0.28
d1rifa_	d2cdqa1	0.46	0.96	0.37
d3l0ob2	d2cdqa1	0.33	0.93	0.30
d2vk8a1	d2cdqa1	0.55	0.91	0.32
d3dkpa1	d2cdqa1	0.36	0.94	0.37
d2g2jc_	d2cdqa1	0.42	0.94	0.32
d2ozlb1	d2cdqa1	0.54	0.93	0.29
d1svma_	d2cdqa1	0.36	0.90	0.23
d1lv7a_	d2cdqa1	0.34	0.92	0.32
d1a5ta2	d2cdqa1	0.31	0.93	0.31
d1fpoa2	d1rp3a3	0.56	0.90	0.40
d1f2t.1	d2nn6b2	0.56	0.91	0.23
d1n1fa_	d1q1fa_	0.58	0.91	0.30
d1lqsl_	d1q1fa_	0.59	0.93	0.35
d2ypoa_	d4jfca_	0.55	0.94	0.22
d1yfba_	d1jhna3	0.49	0.95	0.10
d1jmu.1	d1jhna3	0.55	0.91	0.14
d1mvfd_	d1jhna3	0.46	0.93	0.12
d2nwta1	d1jhna3	0.50	0.93	0.17
d2foma1	d1jhna3	0.60	0.92	0.15
d3u28b_	d1jhna3	0.43	0.90	0.13
d2qtpa1	d1nvmb2	0.36	0.92	0.34
d3lmea1	d1nvmb2	0.44	0.91	0.46
d3byqa1	d1nvmb2	0.36	0.90	0.33
d2ewca1	d1nvmb2	0.44	0.90	0.42
d4bvqa1	d1nvmb2	0.46	0.93	0.25
d1jjcb6	d1nvmb2	0.51	0.90	0.34
d1pf5a_	d1nvmb2	0.45	0.92	0.47
d1qu9a_	d1nvmb2	0.45	0.92	0.48
d3m1xa_	d1nvmb2	0.44	0.93	0.45
d3kjja1	d1nvmb2	0.48	0.91	0.43
d1ufya_	d1nvmb2	0.57	0.94	0.42
d1wu2a3	d3gv7b1	0.41	0.91	0.18
d1wywa_	d3gv7b1	0.49	0.91	0.25
d1uz5a3	d3gv7b1	0.40	0.91	0.20
d5w3xd_	d1d3ba_	0.58	0.90	0.40
d2ypoa_	d5jbxa_	0.54	0.93	0.25
d3iam33	d5x8fa_	0.52	0.91	0.27
d3ps0a1	d4x30a_	0.53	0.91	0.22
d1jnsa_	d1k2aa_	0.53	0.91	0.27
d3ni6a_	d1k2aa_	0.52	0.91	0.26
d2kgja1	d1k2aa_	0.55	0.91	0.27
d2y78a1	d1k2aa_	0.51	0.91	0.27
d4laya2	d1k2aa_	0.52	0.92	0.23
d1evsa_	d2fbwc_	0.59	0.92	0.29
d3n0pa_	d2fbwc_	0.58	0.91	0.29
d1cnt1_	d2fbwc_	0.60	0.92	0.33
d5zeea_	d1j6ua3	0.53	0.92	0.36
d4myla_	d1j6ua3	0.56	0.92	0.35
d1c3pa_	d1j6ua3	0.57	0.94	0.32
d4zura_	d1j6ua3	0.57	0.94	0.22
d1xfka_	d1j6ua3	0.56	0.92	0.35
d2ef5a_	d1j6ua3	0.56	0.92	0.40
d6thva_	d1j6ua3	0.58	0.93	0.30
d1qwoa_	d1j6ua3	0.51	0.91	0.22
d4g3ha_	d1j6ua3	0.59	0.93	0.32
d1gq6a_	d1j6ua3	0.60	0.91	0.35
d5vi6a_	d1j6ua3	0.53	0.94	0.27
d4q14a_	d1ytqa1	0.48	0.90	0.32
d1a2pa_	d6bafa1	0.54	0.91	0.35
d3s9ka1	d6bafa1	0.51	0.90	0.34
d6l0aa_	d1uwka_	0.54	0.92	0.25
d5ij6a2	d3otaa1	0.41	0.90	0.33
d1wuea2	d3otaa1	0.49	0.90	0.39
d1guqa1	d1vg0a2	0.50	0.92	0.29
d2nw2a2	d1vg0a2	0.55	0.91	0.47
d4zgla_	d1vg0a2	0.52	0.93	0.45
d2j98b_	d1vg0a2	0.50	0.91	0.34
d1vk3a3	d1wela1	0.57	0.93	0.33
d1ln4a1	d1wela1	0.54	0.91	0.29
d6xepa2	d1wela1	0.58	0.90	0.32
d1t3ta6	d1wela1	0.58	0.92	0.32
d2j5ha1	d2knia1	0.59	0.95	0.27
d2dxua2	d2knia1	0.59	0.90	0.28
d4n7fa1	d2knia1	0.60	0.91	0.37
d2n2ra_	d2ghfa3	0.58	0.92	0.40
d1zhqa1	d2ghfa3	0.44	0.94	0.39
d1xrsb2	d2ghfa3	0.43	0.93	0.40
d1a1yi_	d2ghfa3	0.50	0.93	0.41
d2fmaa1	d2ghfa3	0.39	0.93	0.37
d4aaza_	d2ghfa3	0.58	0.91	0.36
d4he7a_	d2ghfa3	0.58	0.95	0.43
d2m05a1	d2ghfa3	0.33	0.91	0.39
d2ypoa_	d2f6qa1	0.57	0.91	0.25
d3bsua1	d1acwa_	0.38	0.91	0.35
d2ji7a3	d1jqlb_	0.56	0.93	0.42
d1ozha3	d1jqlb_	0.55	0.95	0.38
d2j4ja_	d1jqlb_	0.40	0.91	0.42
d2ogxa_	d1jqlb_	0.38	0.90	0.33
d1ovma3	d1jqlb_	0.56	0.95	0.38
d2ihta3	d1jqlb_	0.54	0.94	0.38
d2vk8a3	d1jqlb_	0.57	0.95	0.37
d2ihta2	d1jqlb_	0.60	0.94	0.44
d3zzha_	d1jqlb_	0.38	0.92	0.32
d1e19a_	d1jqlb_	0.42	0.91	0.30
d2va1a_	d1jqlb_	0.39	0.91	0.39
d1jsca3	d1jqlb_	0.55	0.95	0.44
d2fn3a3	d1jqlb_	0.56	0.94	0.40
d6xxja_	d1wmaa1	0.41	0.90	0.32
d3tnja_	d6lbpa2	0.56	0.91	0.35
d1udka_	d1skza1	0.50	0.92	0.35
d3bsua1	d6avda1	0.39	0.90	0.31
d1lqsl_	d3czya_	0.47	0.92	0.32
d3biga_	d3flka_	0.54	0.91	0.28
d1fpoa2	d3rkog_	0.56	0.93	0.43
d3ugsa_	d1j2ia1	0.46	0.90	0.44
d5xk6a1	d1j2ia1	0.46	0.91	0.33
d2va1a_	d1j2ia1	0.34	0.90	0.46
d2vg0a_	d1j2ia1	0.48	0.91	0.44
d2ahua2	d5y8ja1	0.59	0.92	0.37
d5oj7a1	d1saya2	0.51	0.90	0.26
d6eo0a1	d1saya2	0.51	0.92	0.33
d4r9na1	d1saya2	0.46	0.91	0.41
d2ahua1	d1saya2	0.50	0.91	0.39
d4eu9a1	d1saya2	0.49	0.91	0.36
d2r5fa1	d1saya2	0.50	0.92	0.36
d3k6ma1	d1saya2	0.46	0.94	0.36
d1d9ta_	d1saya2	0.42	0.91	0.37
d2ahua2	d1saya2	0.43	0.94	0.32
d1wd5a_	d1saya2	0.59	0.90	0.41
d1t5oa1	d1saya2	0.42	0.91	0.28
d2gnpa1	d1saya2	0.45	0.92	0.38
d1xr4a1	d1saya2	0.42	0.95	0.37
d3nzea1	d1saya2	0.44	0.90	0.34
d1xr4a2	d1saya2	0.47	0.94	0.36
d2ypoa_	d2a7ka1	0.52	0.93	0.26
d1gq6a_	d1p49a_	0.48	0.90	0.30
d2r42a2	d1s28a1	0.43	0.90	0.34
d4iwha1	d4n91a_	0.58	0.92	0.28
d1cola_	d1taza_	0.59	0.93	0.27
d1d2ta_	d1taza_	0.56	0.91	0.33
d1ca1a1	d1taza_	0.56	0.92	0.28
d3fyba1	d1rr7a_	0.59	0.93	0.26
d1yioa1	d1rr7a_	0.59	0.91	0.40
d3c57a_	d1rr7a_	0.60	0.90	0.35
d2j4ja_	d1yksa1	0.36	0.90	0.37
d3zzha_	d1yksa1	0.36	0.92	0.33
d1e19a_	d1yksa1	0.38	0.91	0.28
d2va1a_	d1yksa1	0.37	0.93	0.36
d1pm3a1	d1oz2a1	0.58	0.91	0.32
d4ml2a_	d1ew4a_	0.55	0.90	0.34
d1rqga1	d2nxpa1	0.47	0.91	0.27
d2qw6a1	d1n69a_	0.50	0.93	0.38
d5t9pa_	d1vk3a3	0.60	0.91	0.32
d3bbba_	d1vk3a3	0.59	0.93	0.40
d1l7da2	d5oj7a1	0.50	0.90	0.22
d1vjpa4	d2btoa2	0.50	0.90	0.37
d1sc3.1	d2btoa2	0.56	0.93	0.34
d1dt9a3	d2btoa2	0.49	0.92	0.28
d3kana_	d2btoa2	0.59	0.90	0.29
d1qtn.1	d2btoa2	0.54	0.93	0.33
d4af1a1	d2btoa2	0.48	0.91	0.30
d1g7sa4	d2ji7a3	0.55	0.91	0.43
d1z3ix1	d2ji7a3	0.57	0.95	0.31
d2gnoa2	d2ji7a3	0.56	0.90	0.40
d2j4ja_	d2ji7a3	0.54	0.91	0.38
d2ogxa_	d2ji7a3	0.50	0.91	0.44
d3zzha_	d2ji7a3	0.53	0.91	0.41
d2gk6a3	d2ji7a3	0.56	0.90	0.49
d1w4ra1	d2ji7a3	0.59	0.94	0.47
d6koga2	d4czga1	0.59	0.91	0.41
d1v95a1	d4czga1	0.42	0.90	0.45
d2hg4a3	d4czga1	0.59	0.90	0.44
d1kmma1	d4czga1	0.42	0.90	0.42
d1k2yx3	d4czga1	0.58	0.91	0.42
d1bvp12	d1zk5a_	0.58	0.92	0.39
d2g9fa1	d1zk5a_	0.60	0.90	0.45
d2bgca2	d2auaa1	0.59	0.91	0.25
d1ft9a2	d2auaa1	0.57	0.91	0.22
d1q3ea_	d2auaa1	0.60	0.90	0.24
d5ikua1	d3v98a1	0.52	0.92	0.50
d1dkva5	d3v98a1	0.37	0.92	0.37
d5odua_	d3v98a1	0.45	0.91	0.48
d2qqma3	d3v98a1	0.47	0.97	0.44
d1sfpa_	d3v98a1	0.44	0.96	0.45
d1f15a_	d3v98a1	0.46	0.92	0.46
d4lora3	d3v98a1	0.46	0.97	0.44
d3cu7ad	d3v98a1	0.47	0.97	0.47
d1szba1	d3v98a1	0.48	0.99	0.44
d6ygqa1	d3v98a1	0.42	0.91	0.48
d1sppb_	d3v98a1	0.45	0.96	0.46
d5hzfa2	d3v98a1	0.37	0.90	0.47
d3dema3	d3v98a1	0.46	0.97	0.44
d2zjrs1	d1kwaa_	0.58	0.90	0.22
d4aa7a1	d1q90r_	0.60	0.93	0.46
d2c3na2	d1u61a_	0.47	0.91	0.25
d5zfga2	d1u61a_	0.41	0.90	0.29
d3bl2a_	d2i53a2	0.47	0.95	0.38
d2vofa1	d2i53a2	0.46	0.90	0.36
d1ddba_	d2i53a2	0.45	0.94	0.24
d2j4ja_	d2xaua1	0.31	0.93	0.33
d2ogxa_	d2xaua1	0.29	0.92	0.33
d1o97c_	d2xaua1	0.53	0.91	0.29
d3zzha_	d2xaua1	0.29	0.95	0.35
d1e19a_	d2xaua1	0.33	0.94	0.31
d2va1a_	d2xaua1	0.30	0.95	0.39
d4qmea3	d2f2ha1	0.47	0.92	0.39
d5nrha1	d2q4qa2	0.43	0.91	0.41
d3r23a2	d2q4qa2	0.48	0.91	0.37
d3qfta2	d1xrsb1	0.48	0.91	0.48
d1tvca2	d1xrsb1	0.50	0.91	0.47
d1f20a2	d1xrsb1	0.50	0.91	0.48
d1pyya2	d6q61a_	0.57	0.92	0.31
d3qu3a_	d2fm8a1	0.49	0.93	0.29
d2r42a2	d2fm8a1	0.40	0.90	0.34
d1jmta_	d2fm8a1	0.49	0.90	0.44
d6xr5a2	d2fm8a1	0.40	0.91	0.26
d2nt2a_	d2p62a1	0.57	0.90	0.31
d2g6za1	d2p62a1	0.56	0.91	0.31
d1d5ra2	d2p62a1	0.56	0.91	0.30
d1c9ba2	d3bl2a_	0.50	0.93	0.29
d1guxb_	d3bl2a_	0.52	0.96	0.41
d1yjqa1	d3bl2a_	0.38	0.91	0.39
d1g3nc2	d3bl2a_	0.50	0.95	0.28
d1c9ba1	d3bl2a_	0.49	0.94	0.31
d1aisb2	d3bl2a_	0.52	0.92	0.31
d2eufa2	d3bl2a_	0.51	0.93	0.35
d3mi9b2	d3bl2a_	0.49	0.94	0.40
d1f5qb1	d3bl2a_	0.51	0.96	0.40
d2eufa1	d3bl2a_	0.51	0.96	0.27
d1g3nc1	d3bl2a_	0.50	0.96	0.31
d1n52a2	d3bl2a_	0.39	0.91	0.37
d2i53a1	d3bl2a_	0.55	0.97	0.36
d1guxa_	d3bl2a_	0.52	0.95	0.30
d7b5oi1	d3bl2a_	0.57	0.96	0.29
d4eojb2	d3bl2a_	0.51	0.95	0.40
d2hjqa2	d5d9ac1	0.37	0.93	0.26
d2outa2	d5d9ac1	0.38	0.93	0.27
d3a7ra2	d6j09a4	0.48	0.94	0.44
d4mlva2	d6j09a4	0.42	0.94	0.40
d2qq4a_	d6j09a4	0.49	0.93	0.28
d6a6fa1	d6j09a4	0.49	0.92	0.33
d2w3sa4	d6j09a4	0.49	0.90	0.38
d4htga2	d6j09a4	0.41	0.96	0.38
d5ij6a2	d6j09a4	0.49	0.94	0.42
d2hc5a1	d6j09a4	0.59	0.90	0.36
d1ekza_	d6j09a4	0.40	0.91	0.36
d7c8na_	d6j09a4	0.47	0.92	0.35
d5ufta1	d6j09a4	0.48	0.91	0.31
d1lbua2	d2wnya_	0.47	0.91	0.30
d5m1ea2	d2wnya_	0.39	0.90	0.30
d3hmsa_	d2h7za1	0.58	0.91	0.35
d3m4ia_	d3feua1	0.56	0.91	0.32
d2r42a2	d3epua_	0.41	0.91	0.34
d1iwga4	d3epua_	0.52	0.90	0.44
d6xr5a2	d3epua_	0.44	0.90	0.30
d1isia_	d1ct9a1	0.58	0.92	0.29
d5d22a_	d2dc5a2	0.47	0.91	0.36
d4neja_	d2dc5a2	0.47	0.90	0.34
d3besl_	d2dc5a2	0.49	0.92	0.34
d4i77z_	d2dc5a2	0.47	0.91	0.27
d3q1si_	d2dc5a2	0.53	0.93	0.37
d1kxpd1	d5r0db2	0.49	0.90	0.26
d1o98a2	d5ko6a_	0.60	0.90	0.36
d6uyba_	d3h9va2	0.56	0.90	0.32
d6thoa1	d4ogca1	0.43	0.91	0.29
d2wdta_	d4ogca1	0.35	0.93	0.24
d1cv8a_	d4ogca1	0.36	0.90	0.27
d1cmxa_	d4ogca1	0.36	0.93	0.24
d4hl6a_	d7m6ba_	0.49	0.94	0.26
d1xk7a2	d7m6ba_	0.52	0.93	0.28
d1pt7a_	d7m6ba_	0.49	0.94	0.26
d2yima_	d7m6ba_	0.49	0.95	0.25
d5yx6a_	d7m6ba_	0.44	0.94	0.29
d4ed9a_	d7m6ba_	0.43	0.94	0.26
d1mg7a2	d2je6a1	0.35	0.91	0.28
d1cola_	d1tbfa_	0.57	0.95	0.27
d1ciia1	d1tbfa_	0.57	0.92	0.21
d1ca1a1	d1tbfa_	0.56	0.90	0.28
d4mzya2	d3cl6a_	0.52	0.91	0.34
d1ryqa1	d1g25a_	0.59	0.91	0.30
d2hp8a_	d4i9oa_	0.58	0.91	0.36
d6lr1a_	d2d69a1	0.50	0.90	0.44
d6aska_	d2d69a1	0.48	0.90	0.43
d5dqpa_	d2d69a1	0.49	0.91	0.43
d1ev0a_	d2x4ka1	0.50	0.91	0.39
d2ih3c_	d2q9qc_	0.46	0.94	0.41
d2fp1a_	d2q9qc_	0.58	0.90	0.33
d7aaca1	d2q9qc_	0.42	0.93	0.35
d3kjda1	d2q9qc_	0.40	0.92	0.34
d2etda1	d2q9qc_	0.44	0.91	0.37
d1r8ia_	d2q9qc_	0.33	0.94	0.43
d4w4kb_	d2q9qc_	0.45	0.93	0.35
d1gm5a2	d5gqoa_	0.57	0.91	0.38
d3ghxa_	d2bi0a1	0.41	0.91	0.31
d2fo1d1	d3ezqa1	0.57	0.90	0.28
d2al6a1	d1s6da_	0.57	0.92	0.30
d6n1na1	d3mvga_	0.59	0.95	0.28
d6thoa1	d3mvga_	0.52	0.92	0.31
d4f7ya_	d3mvga_	0.60	0.91	0.28
d1wcwa1	d4zhta_	0.57	0.90	0.31
d1aa6a2	d4zhta_	0.51	0.93	0.24
d2jioa2	d4zhta_	0.51	0.93	0.25
d4hasa_	d1twff_	0.40	0.90	0.35
d1hxva_	d7bfka_	0.54	0.90	0.27
d1jnsa_	d7bfka_	0.52	0.91	0.28
d4g2pa1	d7bfka_	0.58	0.90	0.28
d3ni6a_	d7bfka_	0.51	0.92	0.28
d2kgja1	d7bfka_	0.55	0.92	0.27
d2y78a1	d7bfka_	0.50	0.92	0.32
d4laya2	d7bfka_	0.51	0.93	0.31
d2fb5a1	d2vgna2	0.50	0.92	0.22
d1v95a1	d2vgna2	0.42	0.91	0.47
d1h4vb1	d2vgna2	0.42	0.91	0.46
d1kmma1	d2vgna2	0.41	0.91	0.49
d1k2yx3	d2vgna2	0.57	0.93	0.42
d1hc7a1	d2vgna2	0.44	0.90	0.43
d1qe0a1	d2vgna2	0.43	0.90	0.44
d1g5ia1	d2vgna2	0.41	0.92	0.46
d1k2yx2	d2vgna2	0.56	0.95	0.43
d2zjrs1	d6x1ra1	0.58	0.92	0.23
d6rwda2	d1eera_	0.36	0.90	0.34
d3pwfa1	d1eera_	0.60	0.91	0.35
d4iw9a2	d1eera_	0.36	0.91	0.36
d3ir4a2	d1eera_	0.36	0.92	0.32
d1k0ma1	d1eera_	0.34	0.90	0.36
d4xxia_	d1eera_	0.47	0.92	0.31
d5d9wa2	d1eera_	0.37	0.91	0.33
d1nhya1	d1eera_	0.34	0.94	0.35
d2btva_	d7anta_	0.52	0.94	0.15
d6jx5a_	d7anta_	0.58	0.93	0.24
d1c4za_	d7anta_	0.54	0.90	0.25
d4jspa1	d7anta_	0.58	0.93	0.29
d3ihya1	d7anta_	0.55	0.92	0.25
d3fega_	d7anta_	0.60	0.91	0.26
d1uf2a_	d7anta_	0.48	0.91	0.15
d3er9b_	d7anta_	0.54	0.95	0.24
d1k4ta2	d7anta_	0.43	0.91	0.21
d3m4ia_	d2b7ka_	0.48	0.90	0.33
d4qmea3	d1ea9c2	0.54	0.90	0.45
d2bi7a2	d1ea9c2	0.57	0.90	0.32
d2btva_	d5hdia_	0.55	0.91	0.17
d6jx5a_	d5hdia_	0.55	0.90	0.23
d3er9b_	d5hdia_	0.53	0.92	0.24
d1k4ta2	d5hdia_	0.45	0.91	0.20
d1o65a1	d2j3xa1	0.57	0.94	0.26
d2j01n1	d2i1oa1	0.53	0.91	0.25
d1j3aa_	d2i1oa1	0.52	0.91	0.26
d5bt3a_	d3iam13	0.51	0.90	0.47
d1m4ja_	d3cmia_	0.59	0.92	0.33
d2mv2a_	d3cmia_	0.58	0.95	0.29
d4bex1_	d3cmia_	0.57	0.92	0.31
d2kvka1	d3cmia_	0.58	0.92	0.34
d2w0ia_	d3cmia_	0.59	0.91	0.29
d2xfaa_	d3cmia_	0.57	0.91	0.32
d1hqz1_	d3cmia_	0.59	0.94	0.31
d2lrba_	d3cmia_	0.58	0.92	0.30
d1m2oa4	d3cmia_	0.57	0.91	0.29
d1dqca_	d2fd6a2	0.45	0.93	0.26
d1he1a1	d2id3a2	0.55	0.90	0.35
d5w8qa1	d1u14a1	0.41	0.94	0.43
d4ewga1	d1u14a1	0.39	0.94	0.30
d3u3ga_	d1u14a1	0.53	0.91	0.37
d1i39a_	d1u14a1	0.57	0.92	0.28
d3h78a1	d1u14a1	0.41	0.95	0.49
d2fb5a1	d1u14a1	0.47	0.90	0.24
d2qxfa_	d1u14a1	0.57	0.91	0.19
d6koga1	d1u14a1	0.42	0.93	0.22
d1ekea_	d1u14a1	0.57	0.94	0.37
d6koga2	d1u14a1	0.40	0.92	0.49
d1wl4a2	d1u14a1	0.40	0.94	0.39
d2hg4a3	d1u14a1	0.40	0.93	0.48
d1jl1a_	d1u14a1	0.55	0.90	0.40
d1wdkc1	d1u14a1	0.40	0.94	0.35
d1teda1	d1u14a1	0.42	0.94	0.44
d2bgga3	d1u14a1	0.56	0.91	0.37
d3ov2a2	d1u14a1	0.41	0.93	0.41
d1u6ea1	d1u14a1	0.41	0.93	0.45
d4jaqa1	d1u14a1	0.40	0.94	0.45
d2etja1	d1u14a1	0.52	0.94	0.26
d4kb1a_	d1u14a1	0.59	0.94	0.36
d3kkra1	d1u14a1	0.56	0.91	0.28
d5cz1a1	d1u14a1	0.55	0.91	0.43
d1bcoa2	d1u14a1	0.57	0.91	0.28
d6kxda1	d1u14a1	0.39	0.93	0.24
d4b0na1	d1u14a1	0.43	0.95	0.42
d1teda2	d1u14a1	0.42	0.93	0.46
d2lsna1	d1u14a1	0.57	0.91	0.29
d1u04a4	d1u14a1	0.60	0.92	0.26
d6qbta_	d1u14a1	0.55	0.90	0.44
d3v7ia1	d1u14a1	0.42	0.90	0.48
d4f32a1	d1u14a1	0.40	0.95	0.35
d6pcda1	d1u14a1	0.40	0.94	0.31
d1ox0a1	d1u14a1	0.41	0.94	0.36
d3mqda1	d1u14a1	0.40	0.94	0.36
d3gwaa1	d1u14a1	0.42	0.94	0.47
d2wu9a1	d1u14a1	0.40	0.95	0.35
d4yuca1	d1u14a1	0.41	0.94	0.46
d2vz8a1	d1u14a1	0.41	0.94	0.38
d1u0ma2	d1u14a1	0.42	0.91	0.43
d1tqyb1	d1u14a1	0.41	0.94	0.37
d4ubta1	d1u14a1	0.40	0.94	0.25
d1u0ma1	d1u14a1	0.42	0.94	0.46
d7n7za1	d1u14a1	0.40	0.94	0.35
d1twfc1	d1o2ca1	0.57	0.90	0.37
d6koga2	d3cera1	0.60	0.90	0.41
d1by5a_	d6ehba_	0.60	0.90	0.29
d6e4va_	d6ehba_	0.59	0.93	0.30
d6i96a_	d6ehba_	0.60	0.92	0.31
d1vq8r1	d3bjsa1	0.52	0.98	0.50
d5m0yb1	d1b4ra_	0.52	0.92	0.49
d2qale1	d1tiga_	0.56	0.91	0.33
d1fjge1	d1tiga_	0.56	0.91	0.33
d2ae8a1	d1tiga_	0.55	0.93	0.33
d6fwha2	d1tiga_	0.58	0.93	0.34
d3jcla1	d1eu1a1	0.46	0.92	0.22
d7n6sa1	d3fsoa1	0.42	0.90	0.43
d4xjca_	d3fsoa1	0.43	0.93	0.34
d1so9a_	d3fsoa1	0.51	0.98	0.46
d1f7da_	d3fsoa1	0.44	0.93	0.44
d2bsya1	d3fsoa1	0.38	0.91	0.47
d1ut1a_	d3fsoa1	0.52	0.90	0.43
d3u3ga_	d5w8qa1	0.57	0.94	0.38
d1i39a_	d5w8qa1	0.53	0.94	0.32
d2fb5a1	d5w8qa1	0.60	0.94	0.27
d2zgya1	d5w8qa1	0.59	0.92	0.29
d1ekea_	d5w8qa1	0.58	0.95	0.37
d1jl1a_	d5w8qa1	0.57	0.93	0.29
d2bgga3	d5w8qa1	0.56	0.92	0.39
d1q8ia1	d5w8qa1	0.57	0.92	0.21
d3ncia1	d5w8qa1	0.57	0.90	0.24
d4oo0a_	d5w8qa1	0.40	0.91	0.47
d2etja1	d5w8qa1	0.60	0.96	0.32
d4kb1a_	d5w8qa1	0.57	0.94	0.34
d2p3ra3	d5w8qa1	0.59	0.91	0.29
d3kkra1	d5w8qa1	0.56	0.91	0.26
d5cz1a1	d5w8qa1	0.57	0.92	0.25
d2lsna1	d5w8qa1	0.55	0.93	0.28
