query	target	prog_score	cirpin_score	tm_score_cp
d1gm5a2	d1kxla_	0.52	0.91	0.41
d1gm5a2	d5yuoa_	0.54	0.92	0.37
d1gm5a2	d5yzpa1	0.53	0.92	0.36
d1gm5a2	d1jb7a1	0.52	0.93	0.43
d1gm5a2	d6nrza1	0.59	0.91	0.42
d1gm5a2	d1l1oc_	0.53	0.91	0.25
d1gm5a2	d3a74a1	0.56	0.91	0.40
d1gm5a2	d1iyjb5	0.58	0.91	0.42
d1gm5a2	d4ipca1	0.56	0.91	0.40
d1gm5a2	d3rloa2	0.53	0.92	0.38
d1gm5a2	d7b7uh_	0.55	0.92	0.34
d1gm5a2	d3ja871	0.55	0.92	0.19
d1gm5a2	d1jmca2	0.57	0.92	0.43
d1gm5a2	d6aqga1	0.53	0.92	0.42
d1gm5a2	d4pofa1	0.52	0.93	0.35
d1gm5a2	d1ltla_	0.53	0.91	0.38
d1gm5a2	d1xjva1	0.59	0.92	0.43
d1gm5a2	d1o7ia_	0.58	0.92	0.41
d1gm5a2	d3ja851	0.55	0.91	0.32
d1gm5a2	d6ildb1	0.59	0.91	0.42
d1gm5a2	d6hcwa1	0.55	0.90	0.41
d1gm5a2	d6wnza_	0.56	0.92	0.38
d1gm5a2	d1x54a1	0.60	0.90	0.42
d1gm5a2	d1twfh_	0.46	0.90	0.29
d1g4wr1	d2fd5a2	0.52	0.90	0.33
d1g4wr1	d3wfwa1	0.53	0.91	0.30
d1g4wr1	d3br0a2	0.56	0.91	0.39
d1g4wr1	d1mbaa_	0.47	0.90	0.33
d1g4wr1	d1b0ba_	0.48	0.90	0.29
d1g4wr1	d2d6ya2	0.58	0.91	0.37
d1g4wr1	d1rkta2	0.56	0.90	0.36
d1g4wr1	d2id6a2	0.57	0.93	0.34
d1g4wr1	d2g3ba2	0.57	0.90	0.40
d1g4wr1	d1ui5a2	0.57	0.92	0.37
d6dw1b_	d3i4hx1	0.50	0.90	0.30
d1y71a1	d2fzpa1	0.34	0.90	0.29
d1bunb_	d1pyya2	0.56	0.91	0.28
d2qqma3	d1nc7a1	0.53	0.95	0.44
d2qqma3	d3v98a1	0.47	0.97	0.44
d2qqma3	d1bu8a1	0.49	0.96	0.40
d2qqma3	d1ca1a2	0.53	0.97	0.46
d2qqma3	d3pzwa1	0.49	0.97	0.37
d2qqma3	d2p0ma2	0.49	0.97	0.44
d3ctda1	d2rmra_	0.60	0.90	0.31
d2qi9a_	d1u7ga_	0.55	0.91	0.28
d2htia1	d2gk6a2	0.48	0.92	0.45
d2htia1	d1qfja1	0.45	0.92	0.50
d2htia1	d2qdxa1	0.44	0.90	0.49
d2htia1	d2d9ra1	0.44	0.90	0.43
d2htia1	d4pj3a1	0.45	0.91	0.41
d2htia1	d3jb9x1	0.48	0.91	0.43
d2htia1	d1tvca1	0.45	0.91	0.50
d1edqa3	d1z1aa1	0.60	0.93	0.23
d1edqa3	d2hf1a1	0.39	0.91	0.39
d1edqa3	d5ax2a_	0.50	0.94	0.36
d1edqa3	d2hnua_	0.50	0.91	0.31
d1edqa3	d2jr7a1	0.48	0.96	0.36
d1lqra_	d1gl0i_	0.60	0.94	0.34
d1lqra_	d2ho2a1	0.59	0.91	0.35
d3m4ia_	d4evma_	0.50	0.91	0.31
d3m4ia_	d6hn3a1	0.52	0.92	0.33
d3m4ia_	d4wbja_	0.51	0.92	0.32
d3m4ia_	d2f8aa1	0.54	0.97	0.30
d3m4ia_	d3feua1	0.56	0.91	0.32
d3m4ia_	d2b7ka_	0.48	0.90	0.33
d1x9na2	d1wjxa_	0.53	0.92	0.34
d1x9na2	d2gnra_	0.53	0.92	0.29
d5h5la2	d3s9da_	0.41	0.92	0.45
d5h5la2	d1jr3a1	0.57	0.91	0.29
d5h5la2	d1au1a_	0.43	0.92	0.40
d5h5la2	d3piwa_	0.46	0.90	0.41
d5h5la2	d7aaca1	0.51	0.90	0.27
d5h5la2	d1n1fa_	0.45	0.91	0.35
d5h5la2	d1lqsl_	0.47	0.92	0.26
d5h5la2	d4neja_	0.40	0.91	0.33
d5h5la2	d3besl_	0.46	0.94	0.33
d5h5la2	d3q1si_	0.47	0.92	0.38
d5b5ex_	d4aa7a1	0.60	0.90	0.49
d4im7a2	d1cola_	0.42	0.92	0.34
d4im7a2	d1x9na1	0.45	0.90	0.28
d4im7a2	d1uf2c1	0.57	0.93	0.28
d2j01f1	d1t94a2	0.53	0.92	0.22
d1uara1	d1t15a1	0.49	0.93	0.34
d1uara1	d3pc8a_	0.58	0.90	0.38
d1uara1	d1t15a2	0.51	0.92	0.40
d1uara1	d1wjka1	0.58	0.90	0.33
d2bq4a_	d1pbyc_	0.55	0.96	0.28
d2bq4a_	d6zcoa_	0.57	0.91	0.35
d2bq4a_	d1wvka1	0.54	0.91	0.20
d2bq4a_	d2ge8a1	0.51	0.92	0.35
d2bq4a_	d5epwa_	0.53	0.91	0.33
d5o75a_	d1ryqa1	0.58	0.90	0.33
d1xxla1	d1sg9a_	0.58	0.92	0.45
d2wlva_	d1ngka_	0.57	0.90	0.37
d2wlva_	d2bkma_	0.59	0.91	0.34
d2wlva_	d4zdsa1	0.59	0.91	0.37
d2wlva_	d3ir4a2	0.49	0.93	0.32
d1qpoa2	d2j01n1	0.51	0.90	0.32
d1qpoa2	d1j3aa_	0.52	0.91	0.28
d2gpia1	d1nhpa3	0.51	0.93	0.26
d1z2ia_	d1lq8.3	0.51	0.91	0.23
d3ijwa1	d1gyta1	0.55	0.91	0.26
d3ijwa1	d1f6ba_	0.46	0.91	0.32
d3ijwa1	d2fg1a2	0.55	0.91	0.32
d3ijwa1	d3ewoa1	0.54	0.92	0.37
d3ijwa1	d5o2da_	0.55	0.90	0.24
d3ijwa1	d1njra_	0.52	0.90	0.29
d3ijwa1	d2gj8a_	0.46	0.92	0.23
d3ijwa1	d4d86a1	0.52	0.91	0.37
d3ijwa1	d1j6ua2	0.49	0.91	0.30
d3ijwa1	d4cvka3	0.48	0.91	0.26
d3ijwa1	d1zunb3	0.43	0.91	0.28
d3ijwa1	d1e8ca2	0.48	0.91	0.28
d3ijwa1	d1yd9a1	0.53	0.91	0.27
d3ijwa1	d2dx6a_	0.54	0.92	0.34
d3ijwa1	d1p3da2	0.49	0.92	0.31
d3ijwa1	d1o5za1	0.49	0.91	0.28
d3ijwa1	d3ewra_	0.52	0.91	0.27
d3ijwa1	d1vhua_	0.53	0.90	0.37
d1rl2a2	d6yira2	0.60	0.92	0.42
d1rl2a2	d3seba1	0.59	0.92	0.27
d1rl2a2	d1v43a1	0.59	0.90	0.39
d1rl2a2	d1bcoa1	0.58	0.93	0.38
d1rl2a2	d1auua_	0.47	0.93	0.42
d1qcsa1	d7eama_	0.46	0.91	0.17
d1qcsa1	d3jcla1	0.47	0.90	0.15
d3gv3a_	d1auua_	0.42	0.97	0.31
d4d86a1	d2gc6a1	0.53	0.91	0.36
d4d86a1	d7cc3a1	0.45	0.91	0.49
d4d86a1	d3ijwa1	0.52	0.91	0.33
d4d86a1	d1j6ua2	0.56	0.92	0.45
d4d86a1	d4cvka3	0.55	0.90	0.34
d4d86a1	d1s99a_	0.55	0.90	0.34
d4d86a1	d1p3da2	0.55	0.92	0.49
d4d86a1	d2wjpa3	0.53	0.90	0.41
d4d86a1	d1o5za1	0.56	0.91	0.34
d4d86a1	d7kesa_	0.51	0.91	0.37
d2r31a2	d1jfba_	0.59	0.90	0.24
d2r31a2	d6q2ca1	0.60	0.91	0.20
d2r31a2	d6t0ja1	0.60	0.90	0.19
d2r31a2	d1qhba_	0.57	0.92	0.18
d1aoya_	d1qzya1	0.52	0.94	0.46
d1aoya_	d1xgsa1	0.48	0.91	0.43
d4hwxa1	d1enfa2	0.60	0.94	0.31
d4hwxa1	d1esfa2	0.52	0.92	0.34
d4hwxa1	d3ea6a2	0.56	0.92	0.34
d4hwxa1	d4o1na2	0.50	0.93	0.33
d4hwxa1	d1v1oa2	0.51	0.92	0.36
d4hwxa1	d1et9a2	0.52	0.94	0.33
d4hwxa1	d1ty0a2	0.57	0.90	0.34
d4hwxa1	d4ohja2	0.51	0.91	0.32
d4hwxa1	d3seba2	0.57	0.94	0.31
d2yyda2	d4dz6a1	0.56	0.92	0.35
d2yyda2	d3ztpa_	0.59	0.91	0.35
d2yyda2	d1f08a1	0.58	0.90	0.30
d2yyda2	d3bbba_	0.56	0.93	0.35
d5hqta2	d1w41a1	0.48	0.91	0.33
d5hqta2	d2qi2a3	0.44	0.92	0.34
d5hqta2	d1t0kb_	0.49	0.91	0.31
d5hqta2	d2vgna3	0.46	0.93	0.27
d3md3a1	d1uv7a_	0.42	0.94	0.49
d1w9ca_	d2ps5a_	0.59	0.93	0.31
d2wzka1	d4wisa1	0.58	0.92	0.24
d2wzka1	d1wera_	0.51	0.91	0.25
d2dnna1	d2v94a1	0.59	0.90	0.45
d5zfga2	d3s9da_	0.43	0.92	0.38
d5zfga2	d1au1a_	0.45	0.91	0.37
d5zfga2	d1o0wa1	0.41	0.92	0.30
d5zfga2	d2ez6a1	0.44	0.92	0.32
d5zfga2	d1u61a_	0.41	0.90	0.29
d5zfga2	d1lqsl_	0.48	0.91	0.25
d5zfga2	d3besl_	0.46	0.96	0.33
d5zfga2	d3q1si_	0.49	0.93	0.36
d7bzba2	d1ya0a1	0.56	0.91	0.27
d7bzba2	d3vyca_	0.59	0.92	0.15
d3ar4a2	d1ppya_	0.55	0.94	0.30
d7kp3a_	d3zjxa1	0.54	0.90	0.20
d1kbla3	d2hgsa4	0.57	0.95	0.24
d1kbla3	d1m0wa2	0.55	0.92	0.27
d1kbla3	d1wrva_	0.60	0.90	0.26
d1po0a_	d3prna_	0.57	0.93	0.29
d1po0a_	d2fgra_	0.60	0.95	0.32
d1jbea_	d3qfta2	0.59	0.92	0.49
d1vb3a1	d1h3fa1	0.53	0.90	0.30
d2gsqa1	d3s9da_	0.41	0.91	0.32
d2gsqa1	d1au1a_	0.43	0.92	0.39
d2gsqa1	d1f45b_	0.38	0.90	0.41
d2gsqa1	d2l3ya_	0.39	0.91	0.29
d2gsqa1	d2joka_	0.55	0.90	0.30
d2gsqa1	d3kasa3	0.51	0.90	0.32
d2gsqa1	d1lqsl_	0.46	0.92	0.32
d2gsqa1	d4ogqb_	0.55	0.91	0.27
d2gsqa1	d3besl_	0.46	0.95	0.35
d2gsqa1	d3q1si_	0.47	0.92	0.34
d2fc8a1	d1uv7a_	0.43	0.90	0.45
d3bvpa1	d2qi2a3	0.36	0.91	0.37
d3bvpa1	d1t0kb_	0.39	0.90	0.32
d1j5ua1	d1fx3a_	0.51	0.91	0.32
d3uwca_	d1peqa2	0.53	0.92	0.25
d6ksra2	d3mqda2	0.59	0.94	0.33
d6ksra2	d6y8ya2	0.51	0.90	0.25
d6ksra2	d1tqya2	0.59	0.94	0.36
d6ksra2	d6koga2	0.58	0.94	0.37
d6ksra2	d2hg4a3	0.58	0.93	0.36
d3loma1	d1q16c_	0.46	0.92	0.31
d1sfpa_	d1nc7a1	0.58	0.96	0.43
d1sfpa_	d1pfoa2	0.43	0.91	0.38
d1sfpa_	d3v98a1	0.44	0.96	0.45
d1sfpa_	d1bu8a1	0.46	0.95	0.39
d1sfpa_	d1ca1a2	0.51	0.95	0.44
d1sfpa_	d3pzwa1	0.46	0.96	0.41
d1sfpa_	d2kp5a_	0.57	0.90	0.47
d1sfpa_	d2p0ma2	0.45	0.96	0.45
d3hjea1	d1fn9a_	0.42	0.92	0.20
d1j6ua2	d1gyta1	0.52	0.95	0.32
d1j6ua2	d3ewoa1	0.56	0.97	0.39
d1j6ua2	d5o2da_	0.57	0.93	0.36
d1j6ua2	d5laua1	0.54	0.93	0.38
d1j6ua2	d1njra_	0.58	0.90	0.30
d1j6ua2	d3ijwa1	0.49	0.91	0.30
d1j6ua2	d4d86a1	0.56	0.92	0.46
d1j6ua2	d1lama2	0.50	0.92	0.45
d1j6ua2	d1yd9a1	0.58	0.93	0.38
d1j6ua2	d7kesa_	0.49	0.92	0.26
d1j6ua2	d3ewra_	0.57	0.94	0.39
d1j6ua2	d1vhua_	0.56	0.93	0.36
d2gf3a2	d2q4ha1	0.46	0.96	0.32
d2gf3a2	d3imia_	0.50	0.91	0.33
d2gf3a2	d2y8ya2	0.60	0.94	0.48
d2gf3a2	d2q4ha2	0.44	0.93	0.33
d2gf3a2	d1guqa2	0.46	0.94	0.32
d2gf3a2	d3fz2a1	0.36	0.92	0.39
d2gf3a2	d1guqa1	0.44	0.96	0.26
d2gf3a2	d2gjva1	0.34	0.91	0.41
d2gf3a2	d4egua1	0.55	0.93	0.39
d2gf3a2	d4zgla_	0.50	0.96	0.43
d2gf3a2	d6j64b_	0.48	0.93	0.41
d6xipb_	d1o6va1	0.51	0.90	0.31
d6xipb_	d2lmia1	0.54	0.91	0.38
d1iw5a1	d1k1ga_	0.56	0.92	0.32
d1iw5a1	d7d34a1	0.36	0.91	0.42
d1iw5a1	d3dnja_	0.33	0.96	0.43
d1iw5a1	d4yjma_	0.37	0.95	0.41
d1iw5a1	d1viga_	0.60	0.91	0.40
d1iw5a1	d2ja9a2	0.59	0.90	0.41
d2o5ua2	d1gl4a1	0.49	0.90	0.33
d2o5ua2	d6m9za_	0.44	0.91	0.38
d2p06a1	d1a32a_	0.56	0.96	0.44
d2p06a1	d2vv5a3	0.52	0.93	0.36
d2p06a1	d1w53a_	0.41	0.90	0.38
d2p06a1	d2z0aa_	0.58	0.98	0.44
d2p06a1	d2dpya3	0.55	0.91	0.28
d2dapa1	d3uqza2	0.59	0.91	0.40
d2dapa1	d2ahua2	0.54	0.90	0.34
d4yhva_	d6jc0b_	0.55	0.91	0.43
d4yhva_	d2wp4a_	0.57	0.90	0.44
d4yhva_	d5mpoc_	0.59	0.90	0.46
d4yhva_	d4ue8a1	0.50	0.90	0.41
d4yhva_	d1fm0e_	0.46	0.91	0.35
d1tuaa2	d1hkqa_	0.50	0.90	0.27
d1tuaa2	d2foka3	0.56	0.90	0.33
d1tuaa2	d1repc1	0.54	0.90	0.27
d1tuaa2	d3chma2	0.52	0.92	0.36
d1tuaa2	d1repc2	0.52	0.91	0.39
d1c3ga2	d2gysa1	0.55	0.90	0.31
d1c3ga2	d6hgoa_	0.59	0.93	0.23
d1c3ga2	d4cu7a4	0.49	0.90	0.32
d1c3ga2	d7cohf_	0.59	0.95	0.39
d1f8ya_	d1urha2	0.49	0.91	0.36
d1efva1	d1nlfa_	0.56	0.90	0.32
d1efva1	d3jb9x4	0.56	0.93	0.36
d1efva1	d4pj3a4	0.57	0.90	0.36
d1efva1	d4rd4a1	0.59	0.92	0.45
d1efva1	d2i3ba1	0.54	0.91	0.36
d1efva1	d2c61a1	0.57	0.91	0.29
d1efva1	d5y4za1	0.57	0.91	0.26
d1efva1	d2dpya2	0.58	0.90	0.30
d2wtkc1	d1q8ia2	0.56	0.90	0.25
d7aaca2	d1orua_	0.56	0.91	0.28
d7aaca2	d1o65a1	0.59	0.90	0.24
d7aaca2	d1vk1a_	0.55	0.91	0.25
d1fu3a_	d1gl0i_	0.59	0.94	0.32
d3d8ba_	d7nloa_	0.33	0.91	0.31
d3d8ba_	d2j0wa1	0.32	0.92	0.36
d3d8ba_	d2akoa1	0.34	0.92	0.33
d3d8ba_	d2brxa1	0.33	0.92	0.34
d3d8ba_	d1l8aa1	0.60	0.91	0.25
d3d8ba_	d4a7wa_	0.33	0.92	0.29
d3d8ba_	d2w21a_	0.36	0.90	0.37
d3d8ba_	d3c20a1	0.33	0.94	0.36
d3d8ba_	d2cdqa1	0.33	0.94	0.31
d3d8ba_	d1o97c_	0.60	0.91	0.30
d3d8ba_	d3zzha_	0.33	0.93	0.33
d3d8ba_	d1e19a_	0.36	0.91	0.28
d3d8ba_	d2va1a_	0.34	0.92	0.29
d2atza1	d2kb2a1	0.55	0.92	0.32
d5ts9a_	d1q9ca_	0.52	0.92	0.40
d5ts9a_	d3ze3a_	0.55	0.90	0.30
d5ts9a_	d1kf6d_	0.60	0.90	0.29
d5nyka_	d1g5ca_	0.59	0.91	0.29
d1sxje1	d2hs5a2	0.60	0.93	0.40
d1amma1	d1pfoa2	0.56	0.92	0.32
d3blxa_	d3biga_	0.55	0.91	0.32
d1h6da1	d6xxja_	0.49	0.91	0.31
d1jb7a1	d1gm5a2	0.52	0.93	0.42
d1udka_	d1uoya_	0.58	0.91	0.25
d1udka_	d1bx7a_	0.49	0.91	0.29
d1udka_	d1skza1	0.50	0.92	0.35
d1beaa_	d5owca_	0.31	0.90	0.36
d1j27a_	d2hhpa3	0.58	0.90	0.39
d7lola_	d3tg0a_	0.57	0.94	0.36
d7lola_	d4cvka2	0.55	0.92	0.35
d7lola_	d1o5za2	0.57	0.91	0.40
d7lola_	d4ioja_	0.57	0.92	0.24
d7lola_	d3ntla1	0.40	0.91	0.27
d7lola_	d3mk1a_	0.59	0.93	0.34
d7lola_	d2wjpa2	0.54	0.90	0.31
d7lola_	d1e8ca3	0.56	0.91	0.34
d7lola_	d2gc6a2	0.58	0.91	0.39
d3ml1a1	d3cwca1	0.44	0.90	0.23
d3ml1a1	d3ktna1	0.56	0.90	0.22
d3ml1a1	d6l0qa_	0.60	0.93	0.21
d3ml1a1	d1zq1a2	0.42	0.90	0.19
d3ml1a1	d7cbra_	0.42	0.91	0.21
d3ml1a1	d3pzsa_	0.58	0.91	0.19
d3ml1a1	d1to6a_	0.42	0.91	0.23
d3ml1a1	d5z5ca_	0.55	0.92	0.19
d3ml1a1	d1o7ja_	0.47	0.91	0.21
d3ml1a1	d1wlsa_	0.42	0.91	0.19
d3ml1a1	d3ntxa_	0.48	0.91	0.20
d3ml1a1	d2f48a_	0.58	0.94	0.25
d3ml1a1	d5x2mb_	0.57	0.91	0.25
d3ml1a1	d1peaa_	0.59	0.91	0.23
d3ml1a1	d1cjya2	0.57	0.90	0.24
d3kdna1	d1ywxa1	0.39	0.93	0.42
d3kdna1	d2gjva1	0.50	0.90	0.49
d3kdna1	d2v94a1	0.38	0.93	0.43
d1vq8a2	d1a62a2	0.60	0.92	0.38
d1vq8a2	d1ckma1	0.58	0.93	0.30
d1vq8a2	d1guta_	0.59	0.93	0.39
d1vq8a2	d2xaua5	0.60	0.92	0.22
d1vq8a2	d1bcoa1	0.58	0.94	0.35
d1njha1	d1w1ha_	0.52	0.91	0.35
d1njha1	d1q67a_	0.60	0.93	0.35
d1f53a_	d1pfoa2	0.56	0.91	0.36
d2vofa1	d1w98b1	0.53	0.90	0.38
d2vofa1	d1w98b2	0.54	0.94	0.37
d2vofa1	d2grrb_	0.38	0.91	0.34
d2vofa1	d1f5qb2	0.49	0.91	0.25
d2vofa1	d4yoza1	0.48	0.92	0.25
d2vofa1	d2pv4a1	0.58	0.92	0.30
d2vofa1	d4yoza2	0.50	0.91	0.27
d2vofa1	d3mi9b1	0.50	0.93	0.41
d2vofa1	d1unld_	0.50	0.96	0.30
d2vofa1	d4eojb1	0.52	0.93	0.36
d2vofa1	d7b5oi2	0.46	0.90	0.28
d2vofa1	d2i53a2	0.46	0.90	0.36
d2vofa1	d1guxb_	0.50	0.92	0.39
d2vofa1	d1yjqa1	0.39	0.93	0.39
d2vofa1	d1ug3a2	0.48	0.90	0.38
d2vofa1	d1g3nc2	0.48	0.91	0.25
d2vofa1	d3mi9b2	0.48	0.90	0.35
d2vofa1	d1f5qb1	0.49	0.92	0.36
d2vofa1	d2eufa1	0.50	0.92	0.28
d2vofa1	d1g3nc1	0.49	0.92	0.35
d2vofa1	d2i53a1	0.53	0.94	0.39
d2vofa1	d1guxa_	0.50	0.92	0.26
d2vofa1	d7b5oi1	0.55	0.93	0.35
d2vofa1	d4eojb2	0.50	0.91	0.37
d2vofa1	d2nsza1	0.37	0.90	0.36
d4iela2	d1g03a_	0.40	0.90	0.33
d4iela2	d3s9da_	0.40	0.91	0.41
d4iela2	d5gmza_	0.54	0.92	0.35
d4iela2	d1au1a_	0.39	0.92	0.29
d4iela2	d1f45b_	0.35	0.91	0.43
d4iela2	d2l3ya_	0.36	0.92	0.30
d4iela2	d3kasa3	0.48	0.91	0.45
d4iela2	d1lqsl_	0.44	0.90	0.27
d4iela2	d3besl_	0.42	0.96	0.34
d4iela2	d3q1si_	0.46	0.92	0.36
d1b0ba_	d1g03a_	0.58	0.91	0.30
d1b0ba_	d1y6da_	0.56	0.91	0.36
d1b0ba_	d3w2wa2	0.47	0.91	0.29
d1b0ba_	d4uw2a4	0.47	0.90	0.35
d1b0ba_	d1n1fa_	0.59	0.90	0.31
d1b0ba_	d1he1a1	0.49	0.90	0.41
d1b0ba_	d1g4wr1	0.48	0.90	0.29
d1b0ba_	d3n20b_	0.56	0.90	0.22
d1b0ba_	d1hy5a_	0.50	0.91	0.38
d1b0ba_	d1dk8a_	0.56	0.91	0.32
d1b0ba_	d1abva_	0.38	0.91	0.39
d1b0ba_	d6ifka4	0.49	0.92	0.35
d7ldqa1	d4wiqa2	0.55	0.90	0.33
d2fmaa1	d2ghfa3	0.39	0.93	0.37
d3epqa1	d1tqya2	0.60	0.91	0.31
d3epqa1	d2glza1	0.46	0.92	0.31
d3epqa1	d2gvia1	0.47	0.94	0.25
d1i7na1	d1oa8a_	0.55	0.90	0.30
d1cz4a2	d2jova1	0.39	0.96	0.42
d1cz4a2	d2g1da1	0.46	0.92	0.27
d1ovma3	d1gs5a_	0.54	0.91	0.43
d1ovma3	d1z3ix2	0.54	0.91	0.33
d1ovma3	d7nloa_	0.56	0.92	0.40
d1ovma3	d1ye8a1	0.60	0.92	0.35
d1ovma3	d1w5sa2	0.55	0.91	0.34
d1ovma3	d2j0wa1	0.53	0.93	0.30
d1ovma3	d2akoa1	0.54	0.92	0.35
d1ovma3	d5zuia2	0.53	0.90	0.32
d1ovma3	d2brxa1	0.49	0.94	0.47
d1ovma3	d4a7wa_	0.53	0.91	0.47
d1ovma3	d2w21a_	0.56	0.93	0.46
d1ovma3	d3c20a1	0.51	0.93	0.33
d1ovma3	d2cdqa1	0.53	0.92	0.36
d1ovma3	d1jqlb_	0.56	0.95	0.38
d1ovma3	d1g7sa4	0.55	0.93	0.38
d1ovma3	d1z3ix1	0.56	0.96	0.29
d1ovma3	d2hxsa1	0.55	0.90	0.40
d1ovma3	d2gnoa2	0.56	0.92	0.39
d1ovma3	d1mkya1	0.57	0.91	0.40
d1ovma3	d2j4ja_	0.54	0.93	0.47
d1ovma3	d2ogxa_	0.50	0.92	0.34
d1ovma3	d4qqwa2	0.55	0.92	0.34
d1ovma3	d3zzha_	0.54	0.93	0.40
d1ovma3	d1zunb3	0.53	0.90	0.42
d1ovma3	d3b82a1	0.57	0.90	0.32
d1ovma3	d1e19a_	0.50	0.92	0.33
d1ovma3	d2va1a_	0.53	0.91	0.37
d1ovma3	d2gk6a3	0.56	0.93	0.44
d1ovma3	d1w4ra1	0.60	0.96	0.47
d1ovma3	d1um8a_	0.54	0.90	0.29
d1ovma3	d1w36d1	0.57	0.90	0.32
d1ovma3	d2vg0a_	0.55	0.90	0.42
d1ovma3	d3tbka1	0.56	0.90	0.48
d1sd4a_	d1qzya1	0.43	0.92	0.40
d1q2la1	d4r3na2	0.58	0.92	0.41
d1q2la1	d2hjsa2	0.60	0.93	0.23
d1q2la1	d3cmco2	0.58	0.92	0.39
d1q2la1	d1ff9a2	0.60	0.90	0.34
d1q2la1	d1t4ba2	0.59	0.95	0.23
d1q2la1	d2czca1	0.58	0.91	0.37
d1q2la1	d1va6a_	0.60	0.96	0.21
d2ge8a1	d1rwja_	0.50	0.93	0.28
d2ge8a1	d1qo8a1	0.51	0.90	0.30
d2ge8a1	d3caoa_	0.52	0.92	0.30
d2ge8a1	d1w7oa_	0.53	0.93	0.34
d2ge8a1	d2bq4a_	0.51	0.92	0.35
d2ge8a1	d1ogyb_	0.54	0.93	0.30
d2ge8a1	d1iwga5	0.38	0.91	0.27
d2ge8a1	d1gyoa_	0.50	0.91	0.31
d2ge8a1	d1aqea_	0.53	0.91	0.29
d2ge8a1	d1y0pa1	0.50	0.92	0.29
d2ge8a1	d2ewka_	0.47	0.91	0.30
d1cvja1	d1uv7a_	0.44	0.91	0.50
d3sk3a1	d3mqda2	0.57	0.92	0.41
d3sk3a1	d1tqya1	0.59	0.90	0.33
d3sk3a1	d1tqya2	0.57	0.91	0.42
d3sk3a1	d3v4na2	0.59	0.93	0.36
d3sk3a1	d2x3ea2	0.59	0.94	0.37
d3sk3a1	d2h84a1	0.59	0.92	0.30
d3sk3a1	d2vz8a2	0.59	0.90	0.43
d3sk3a1	d1hnja1	0.60	0.93	0.33
d3sk3a1	d3sqza2	0.59	0.91	0.36
d3sk3a1	d2h84a2	0.59	0.92	0.30
d3sk3a1	d1zowa2	0.59	0.92	0.36
d3sk3a1	d2gvia1	0.46	0.90	0.28
d3sk3a1	d2hg4a2	0.60	0.91	0.30
d3sk3a1	d4yuca2	0.58	0.92	0.26
d3sk3a1	d3h78a1	0.59	0.92	0.33
d3sk3a1	d6koga2	0.56	0.91	0.42
d3sk3a1	d2hg4a3	0.56	0.90	0.42
d3sk3a1	d4ixna2	0.48	0.91	0.24
d3sk3a1	d3ov2a2	0.59	0.92	0.38
d3sk3a1	d1u6ea1	0.59	0.93	0.33
d3sk3a1	d4jaqa1	0.58	0.92	0.30
d3sk3a1	d1ygya4	0.33	0.90	0.35
d3sk3a1	d1ox0a2	0.58	0.92	0.41
d3sk3a1	d4jaqa2	0.58	0.94	0.38
d3sk3a1	d6kxda1	0.58	0.92	0.34
d3sk3a1	d1teda2	0.59	0.92	0.40
d3sk3a1	d5w8qa2	0.59	0.94	0.38
d3sk3a1	d1ox0a1	0.60	0.90	0.26
d3sk3a1	d3mqda1	0.59	0.91	0.26
d3sk3a1	d4yuca1	0.59	0.93	0.40
d3sk3a1	d1u0ma2	0.58	0.93	0.39
d3sk3a1	d4c72a2	0.58	0.90	0.40
d3sk3a1	d1tqyb1	0.60	0.90	0.34
d4gkfa_	d2pv4a1	0.59	0.90	0.33
d4gkfa_	d1unld_	0.55	0.95	0.33
d4gkfa_	d1yjqa1	0.50	0.91	0.36
d4gkfa_	d2d2ya_	0.50	0.91	0.29
d4gkfa_	d2i53a1	0.56	0.93	0.29
d4gkfa_	d7b5oi1	0.58	0.92	0.30
d3nd5a_	d3i9la_	0.57	0.90	0.28
d3nd5a_	d1isia_	0.60	0.91	0.25
d1aqza_	d2aj7a1	0.57	0.92	0.36
d1aqza_	d1zpsa1	0.58	0.91	0.26
d1r11a3	d5deqa2	0.54	0.91	0.35
d1r11a3	d2fmla1	0.58	0.91	0.35
d1ueba3	d1oxxk1	0.59	0.90	0.35
d3uswa_	d3eu9a1	0.53	0.91	0.25
d3uswa_	d2f8ya_	0.49	0.91	0.27
d3uswa_	d1k1aa_	0.52	0.90	0.27
d3uswa_	d1uoha_	0.51	0.91	0.27
d3uswa_	d1oy3d_	0.51	0.91	0.24
d3uswa_	d4duia1	0.51	0.90	0.28
d3uswa_	d2dzna_	0.53	0.90	0.25
d1h4vb1	d3djcc2	0.43	0.91	0.41
d1h4vb1	d2nrha2	0.44	0.93	0.46
d1h4vb1	d3zeua2	0.44	0.92	0.30
d1h4vb1	d1pd0a4	0.44	0.92	0.28
d1h4vb1	d4htla2	0.41	0.90	0.35
d1h4vb1	d4yuca2	0.57	0.91	0.38
d1h4vb1	d2fxua2	0.43	0.91	0.29
d1h4vb1	d2hoea2	0.42	0.91	0.35
d1h4vb1	d2vgna2	0.42	0.91	0.46
d1h4vb1	d1dt9a1	0.44	0.91	0.49
d1h4vb1	d2f9wa1	0.43	0.93	0.31
d1h4vb1	d3bexa2	0.44	0.92	0.41
d1h4vb1	d4af1a2	0.45	0.92	0.48
d1h4vb1	d3djca1	0.44	0.93	0.47
d1h4vb1	d5tkwa2	0.45	0.91	0.30
