query_id	target_id	TM_nocp	TM_cp	ΔCP	foldseek_bitscore	foldseek_evalue	query_sccs	target_sccs	query_species	target_species	query_length	target_length
d1nh2a1	d3eika1	0.93533	0.93533	0.0	568	2.444e-14	d.129.1.1	d.129.1.0	1nh2	3eik	95	94.0
d1nh2a1	d1aisa1	0.80678	0.80678	0.0	298	6.467e-08	d.129.1.1	d.129.1.1	1nh2	1ais	95	92.0
d1nhpa2	d1q1ra2	0.89804	0.89804	0.0	357	8.652e-11	c.3.1.5	c.3.1.5	1nhp	1q1r	123	133.0
d1nhpa2	d2gqwa2	0.85861	0.85861	0.0	321	8.337e-10	c.3.1.5	c.3.1.5	1nhp	2gqw	123	121.0
d1nk2p_	d3a01a_	0.69184	0.69184	0.0	171	8.099e-05	a.4.1.1	a.4.1.1	1nk2	3a01	77	78.0
d1nk2p_	d1pufa_	0.74611	0.74611	0.0	158	0.0003169	a.4.1.1	a.4.1.1	1nk2	1puf	77	77.0
d1nkla_	d1l9la_	0.7303	0.7303	0.0	140	0.003338	a.64.1.1	a.64.1.1	1nkl	1l9l	78	74.0
d1nkla_	d3bqpa_	0.79998	0.79998	0.0	125	0.01812	a.64.1.1	a.64.1.0	1nkl	3bqp	78	80.0
d1nkra1	d2dypd2	0.79258	0.79258	0.0	345	1.708e-08	b.1.1.4	b.1.1.4	1nkr	2dyp	96	91.0
d1nkra1	d1olla1	0.79107	0.79107	0.0	233	4.799e-06	b.1.1.4	b.1.1.4	1nkr	1oll	96	95.0
d1nm3a1	d2e7pd_	0.80509	0.80509	0.0	212	3.198e-06	c.47.1.1	c.47.1.0	1nm3	2e7p	74	101.0
d1nm3a1	d3h8qa1	0.82556	0.82556	0.0	189	1.419e-05	c.47.1.1	c.47.1.0	1nm3	3h8q	74	106.0
d1nofa1	d1qw9a1	0.81686	0.81686	0.0	182	6.56e-05	b.71.1.2	b.71.1.2	1nof	1qw9	106	130.0
d1noga_	d3ci3a1	0.93174	0.93174	0.0	402	2.928e-09	a.25.2.2	a.25.2.0	1nog	3ci3	149	187.0
d1noga_	d6d5xa_	0.91743	0.91743	0.0	359	5.304e-08	a.25.2.2	a.25.2.0	1nog	6d5x	149	151.0
d1np7a2	d1owla2	0.85441	0.85441	0.0	452	3.496e-14	c.28.1.1	c.28.1.1	1np7	1owl	204	202.0
d1np7a2	d1u3da2	0.79941	0.79941	0.0	358	2.826e-11	c.28.1.1	c.28.1.1	1np7	1u3d	204	185.0
d1ntva_	d3f0wa1	0.77256	0.77256	0.0	363	5.9e-11	b.55.1.2	b.55.1.2	1ntv	3f0w	152	141.0
d1ntva_	d3dxea_	0.71781	0.71781	0.0	237	1.045e-06	b.55.1.2	b.55.1.0	1ntv	3dxe	152	124.0
d1nuba3	d2erwa1	0.6164	0.6164	0.0	96	0.003009	g.68.1.1	g.68.1.1	1nub	2erw	58	53.0
d1nuba3	d1r0ri_	0.64454	0.64454	0.0	88	0.00453	g.68.1.1	g.68.1.1	1nub	1r0r	58	51.0
d1nvmb1	d2czca2	0.78518	0.78518	0.0	198	1.541e-07	c.2.1.3	c.2.1.3	1nvm	2czc	157	172.0
d1nvmb1	d1cf2o1	0.77749	0.77749	0.0	163	3.417e-06	c.2.1.3	c.2.1.3	1nvm	1cf2	157	171.0
d1nyna_	d1t95a2	0.55351	0.55351	0.0	76	0.03785	d.235.1.1	d.235.1.2	1nyn	1t95	111	76.0
d1o69a_	d3bn1a_	0.89222	0.89222	0.0	1128	9.614999999999999e-33	c.67.1.4	c.67.1.0	1o69	3bn1	374	368.0
d1o69a_	d3dr4a1	0.86584	0.86584	0.0	1053	1.4450000000000002e-30	c.67.1.4	c.67.1.0	1o69	3dr4	374	346.0
d1o70a2	d1nyoa_	0.73517	0.73517	0.0	132	0.0002646	b.118.1.1	b.118.1.1	1o70	1nyo	156	163.0
d1oaia_	d1v92a_	0.58432	0.58432	0.0	78	0.09097	a.5.2.3	a.5.2.3	1oai	1v92	59	46.0
d1oaia_	d1efub3	0.55235	0.55235	0.0	50	0.7003	a.5.2.3	a.5.2.2	1oai	1efu	59	54.0
d1ocsa_	d1xtea_	0.70035	0.70035	0.0	180	1.112e-05	d.189.1.1	d.189.1.1	1ocs	1xte	132	116.0
d1ocsa_	d4hasa_	0.68009	0.68009	0.0	165	7.927e-05	d.189.1.1	d.189.1.0	1ocs	4has	132	104.0
d1okkd1	d1vmaa1	0.75252	0.75252	0.0	72	0.1762	a.24.13.1	a.24.13.1	1okk	1vma	58	81.0
d1okkd1	d1ls1a1	0.78565	0.78565	0.0	44	1.815	a.24.13.1	a.24.13.1	1okk	1ls1	58	88.0
d1olra_	d2nlra_	0.86449	0.86449	0.0	582	7.56e-17	b.29.1.11	b.29.1.11	1olr	2nlr	224	222.0
d1olra_	d1h0ba_	0.8677	0.8677	0.0	559	4.066e-16	b.29.1.11	b.29.1.11	1olr	1h0b	224	227.0
d1ooya2	d1k6da_	0.84235	0.84235	0.0	940	7.655e-28	c.124.1.2	c.124.1.2	1ooy	1k6d	242	217.0
d1ooya2	d2ahua2	0.84899	0.84899	0.0	555	1.525e-18	c.124.1.2	c.124.1.2	1ooy	2ahu	242	273.0
d1ow5a_	d1b0xa_	0.75444	0.75444	0.0	97	0.03503	a.60.1.2	a.60.1.2	1ow5	1b0x	60	72.0
d1ow5a_	d1dxsa_	0.72857	0.72857	0.0	94	0.05343	a.60.1.2	a.60.1.2	1ow5	1dxs	60	57.0
d1oxja1	d1b0xa_	0.70288	0.70288	0.0	72	0.1868	a.60.1.2	a.60.1.2	1oxj	1b0x	62	72.0
d1oxja1	d3bq7a1	0.72585	0.72585	0.0	67	0.1643	a.60.1.2	a.60.1.0	1oxj	3bq7	62	67.0
d1oz2a2	d1oi1a2	0.64671	0.64671	0.0	342	6.551e-11	b.34.9.3	b.34.9.3	1oz2	1oi1	108	104.0
d1p4wa_	d1a04a1	0.64095	0.64095	0.0	141	0.003772	a.4.6.2	a.4.6.2	1p4w	1a04	87	67.0
d1p4wa_	d1l3la1	0.63619	0.63619	0.0	124	0.01739	a.4.6.2	a.4.6.2	1p4w	1l3l	87	65.0
d1p6oa_	d2nx8a_	0.80652	0.80652	0.0	323	1.441e-11	c.97.1.2	c.97.1.0	1p6o	2nx8	156	168.0
d1p6oa_	d1wwra1	0.79127	0.79127	0.0	275	6.732e-10	c.97.1.2	c.97.1.2	1p6o	1wwr	156	151.0
d1p7ga2	d3ak2a2	0.9336	0.9336	0.0	610	5.151e-17	d.44.1.1	d.44.1.0	1p7g	3ak2	119	119.0
d1p7ga2	d3ceia2	0.90412	0.90412	0.0	380	8.315e-11	d.44.1.1	d.44.1.0	1p7g	3cei	119	129.0
d1p8ja1	d2id4a1	0.87065	0.87065	0.0	376	2.98e-12	b.18.1.20	b.18.1.20	1p8j	2id4	136	141.0
d1p8ja1	d1wmda1	0.52	0.52	0.0	78	0.001137	b.18.1.20	b.18.1.20	1p8j	1wmd	136	116.0
d1p8kz2	d3eh8a2	0.98018	0.98018	0.0	874	1.5069999999999998e-23	d.95.2.1	d.95.2.1	1p8k	3eh8	129	129.0
d1p8kz2	d3eh8a1	0.68783	0.68783	0.0	157	1.713e-05	d.95.2.1	d.95.2.1	1p8k	3eh8	129	123.0
d1pa4a_	d2dyja1	0.61481	0.61481	0.0	115	0.0005091	d.52.7.1	d.52.7.1	1pa4	2dyj	96	91.0
d1pa4a_	d1josa_	0.57437	0.57437	0.0	70	0.01055	d.52.7.1	d.52.7.1	1pa4	1jos	96	100.0
d1pbja3	d2yzia1	0.84773	0.84773	0.0	311	1.478e-09	d.37.1.1	d.37.1.1	1pbj	2yzi	120	132.0
d1pbja3	d1pvma4	0.85396	0.85396	0.0	311	3.049e-09	d.37.1.1	d.37.1.1	1pbj	1pvm	120	142.0
d1pbya1	d1jmxa1	0.904	0.904	0.0	319	7.638e-09	a.3.1.7	a.3.1.7	1pby	1jmx	85	84.0
d1pdaa1	d4gota_	0.69585	0.69585	0.0	219	2.529e-09	c.94.1.1	c.94.1.0	1pda	4got	208	242.0
d1pdaa1	d3up9a_	0.68205	0.68205	0.0	209	2.223e-09	c.94.1.1	c.94.1.0	1pda	3up9	208	239.0
d1pf5a_	d2cvla_	0.82907	0.82907	0.0	349	1.488e-11	d.79.1.1	d.79.1.1	1pf5	2cvl	130	124.0
d1pf5a_	d1qu9a_	0.83123	0.83123	0.0	307	2.261e-10	d.79.1.1	d.79.1.1	1pf5	1qu9	130	127.0
d1phka_	d2bdwa_	0.80538	0.80538	0.0	944	5.835e-27	d.144.1.7	d.144.1.0	1phk	2bdw	277	309.0
d1phka_	d1rdqe_	0.88076	0.88076	0.0	887	5.2059999999999996e-24	d.144.1.7	d.144.1.7	1phk	1rdq	277	342.0
d1pjra1	d1w36b1	0.81506	0.81506	0.0	372	2.348e-11	c.37.1.19	c.37.1.19	1pjr	1w36	315	469.0
d1pkha_	d1xs1a_	0.79408	0.79408	0.0	450	9.109e-12	b.85.4.1	b.85.4.1	1pkh	1xs1	182	193.0
d1pkha_	d1euwa1	0.53381	0.53381	0.0	132	0.0006103	b.85.4.1	b.85.4.1	1pkh	1euw	182	135.0
d1plca_	d4dp9x_	0.99499	0.99499	0.0	887	1.319e-21	b.6.1.1	b.6.1.1	1plc	4dp9	99	99.0
d1plca_	d3cvba_	0.91849	0.91849	0.0	490	7.515e-13	b.6.1.1	b.6.1.1	1plc	3cvb	99	105.0
d1pmhx_	d1oh4a_	0.75203	0.75203	0.0	298	5.478e-11	b.18.1.18	b.18.1.18	1pmh	1oh4	183	174.0
d1pmhx_	d1uwwa_	0.74737	0.74737	0.0	238	7.885e-09	b.18.1.18	b.18.1.23	1pmh	1uww	183	184.0
d1pn0a1	d3c96a1	0.64732	0.64732	0.0	411	6.343e-14	c.3.1.2	c.3.1.2	1pn0	3c96	360	269.0
d1pn0a1	d1d7la1	0.69711	0.69711	0.0	389	3.532e-14	c.3.1.2	c.3.1.2	1pn0	1d7l	360	292.0
d1ppjc2	d3cx5c2	0.99192	0.99192	0.0	1350	3.508e-27	f.21.1.2	f.21.1.2	1ppj	3cx5	246	261.0
d1ppjc2	d1q90b_	0.75406	0.75406	0.0	525	2.482e-11	f.21.1.2	f.21.1.2	1ppj	1q90	246	212.0
d1pq9a_	d3fc6b_	0.97758	0.97758	0.0	1216	4.754e-24	a.123.1.1	a.123.1.1	1pq9	3fc6	232	241.0
d1pq9a_	d3a40x_	0.92388	0.92388	0.0	636	1.867e-13	a.123.1.1	a.123.1.1	1pq9	3a40	232	255.0
d1pvda1	d1ovma1	0.80796	0.80796	0.0	326	1.678e-10	c.31.1.3	c.31.1.3	1pvd	1ovm	169	161.0
d1pvda1	d1zpda1	0.79676	0.79676	0.0	271	4.599e-09	c.31.1.3	c.31.1.3	1pvd	1zpd	169	175.0
d1pvma4	d2yzia1	0.78212	0.78431	0.0021899999999999142	328	2.798e-10	d.37.1.1	d.37.1.1	1pvm	2yzi	142	132.0
d1pvma4	d3kpba_	0.72867	0.72867	0.0	312	1.74e-10	d.37.1.1	d.37.1.0	1pvm	3kpb	142	119.0
d1q06a_	d5gpea_	0.74659	0.74659	0.0	207	3.695e-06	a.6.1.3	a.6.1.0	1q06	5gpe	122	123.0
d1q06a_	d1r8da_	0.76349	0.76349	0.0	175	1.132e-05	a.6.1.3	a.6.1.3	1q06	1r8d	122	109.0
d1q0pa_	d1shux_	0.73191	0.73191	0.0	267	4.146e-10	c.62.1.1	c.62.1.1	1q0p	1shu	192	181.0
d1q0pa_	d1ijba_	0.73603	0.73603	0.0	223	9.145e-08	c.62.1.1	c.62.1.1	1q0p	1ijb	192	202.0
d1q1ra3	d1d7ya3	0.80047	0.80047	0.0	253	5.265e-07	d.87.1.1	d.87.1.1	1q1r	1d7y	103	97.0
d1q1ra3	d2gqwa3	0.76863	0.76863	0.0	232	3.969e-06	d.87.1.1	d.87.1.1	1q1r	2gqw	103	92.0
d1q2la4	d1ppja1	0.80793	0.80793	0.0	493	7.778e-16	d.185.1.1	d.185.1.1	1q2l	1ppj	240	232.0
d1q2la4	d2fgea4	0.80251	0.80251	0.0	412	5.569e-14	d.185.1.1	d.185.1.1	1q2l	2fge	240	257.0
d1q46a1	d2a19a2	0.97202	0.97202	0.0	529	9.603e-13	a.60.14.1	a.60.14.0	1q46	2a19	87	86.0
d1q46a1	d1kl9a1	0.87028	0.87028	0.0	221	1.326e-05	a.60.14.1	a.60.14.1	1q46	1kl9	87	94.0
d1q6oa_	d3f4wa_	0.92328	0.92328	0.0	742	5.084e-20	c.1.2.3	c.1.2.0	1q6o	3f4w	213	211.0
d1q6oa_	d3sj3a_	0.82125	0.82125	0.0	419	5.077e-13	c.1.2.3	c.1.2.3	1q6o	3sj3	213	220.0
d1q8ca_	d3d3ba_	0.75345	0.75345	0.0	116	0.008589	a.79.1.2	a.79.1.1	1q8c	3d3b	132	139.0
d1q8ca_	d1eyva_	0.72709	0.72709	0.0	114	0.006602	a.79.1.2	a.79.1.1	1q8c	1eyv	132	131.0
d1qbea_	d1e6ta_	0.81899	0.81899	0.0	253	1.21e-06	d.85.1.1	d.85.1.1	1qbe	1e6t	123	129.0
d1qbea_	d2bu1a_	0.81899	0.81899	0.0	253	1.21e-06	d.85.1.1	d.85.1.1	1qbe	2bu1	123	129.0
d1qgia_	d1chka_	0.72984	0.72984	0.0	311	1.012e-08	d.2.1.7	d.2.1.7	1qgi	1chk	259	238.0
d1qgia_	d7c6ca_	0.69843	0.69843	0.0	297	1.665e-08	d.2.1.7	d.2.1.0	1qgi	7c6c	259	241.0
d1qipa_	d1f9za_	0.6209	0.6209	0.0	413	4.2e-14	d.32.1.1	d.32.1.1	1qip	1f9z	176	128.0
d1qipa_	d1fa8a_	0.62061	0.62061	0.0	396	1.612e-13	d.32.1.1	d.32.1.1	1qip	1fa8	176	128.0
d1qlsa_	d1a4pa_	0.85704	0.85704	0.0	275	8.808e-08	a.39.1.2	a.39.1.2	1qls	1a4p	95	92.0
d1qlsa_	d3d10a_	0.85078	0.85078	0.0	260	2.386e-07	a.39.1.2	a.39.1.2	1qls	3d10	95	92.0
d1qlwa_	d6eica_	0.58232	0.58232	0.0	160	6.86e-07	c.69.1.15	c.69.1.0	1qlw	6eic	318	272.0
d1qlwa_	d2bgra2	0.54816	0.54816	0.0	154	9.366e-07	c.69.1.15	c.69.1.24	1qlw	2bgr	318	258.0
d1qora1	d1yb5a1	0.92243	0.92243	0.0	481	7.608e-13	b.35.1.2	b.35.1.2	1qor	1yb5	147	150.0
d1qora1	d1pl8a1	0.83892	0.83892	0.0	345	2.751e-10	b.35.1.2	b.35.1.2	1qor	1pl8	147	185.0
d1qpoa2	d1qapa2	0.87279	0.87279	0.0	301	1.197e-08	d.41.2.1	d.41.2.1	1qpo	1qap	115	122.0
d1qpoa2	d2b7na1	0.77861	0.77861	0.0	285	1.197e-08	d.41.2.1	d.41.2.0	1qpo	2b7n	115	102.0
d1qpxa2	d3bwuc2	0.69883	0.69883	0.0	150	0.0008137	b.7.2.1	b.7.2.1	1qpx	3bwu	91	84.0
d1qpxa2	d4ay0a2	0.67964	0.67964	0.0	135	0.003477	b.7.2.1	b.7.2.0	1qpx	4ay0	91	84.0
d1qqra_	d2saka_	0.57435	0.57435	0.0	73	0.01065	d.15.5.1	d.15.5.1	1qqr	2sak	138	121.0
d1qqra_	d1l4db_	0.56273	0.56273	0.0	56	0.03874	d.15.5.1	d.15.5.1	1qqr	1l4d	138	112.0
d1qr0a1	d1f7la_	0.70824	0.70824	0.0	146	5.29e-05	d.150.1.1	d.150.1.2	1qr0	1f7l	101	118.0
d1qr0a2	d1f7la_	0.54266	0.54266	0.0	135	8.359e-05	d.150.1.1	d.150.1.2	1qr0	1f7l	127	118.0
d1quba3	d1h03p2	0.79246	0.79246	0.0	170	0.0004748	g.18.1.1	g.18.1.1	1qub	1h03	63	63.0
d1quba3	d1ly2a2	0.80809	0.80809	0.0	167	0.000424	g.18.1.1	g.18.1.1	1qub	1ly2	63	63.0
d1qxya_	d2ggca_	0.93831	0.93831	0.0	1003	1.423e-28	d.127.1.1	d.127.1.1	1qxy	2ggc	249	263.0
d1qxya_	d1xgsa2	0.81937	0.81937	0.0	682	1.756e-20	d.127.1.1	d.127.1.1	1qxy	1xgs	249	218.0
d1r0da_	d1sj8a2	0.54879	0.54879	0.0	83	0.01962	a.216.1.1	a.216.1.1	1r0d	1sj8	194	125.0
d1r0da_	d1u89a1	0.53052	0.53052	0.0	39	0.2411	a.216.1.1	a.216.1.1	1r0d	1u89	194	138.0
d1r1ua_	d1r1ta_	0.85299	0.85299	0.0	315	5.917e-09	a.4.5.5	a.4.5.5	1r1u	1r1t	94	98.0
d1r1ua_	d3gw2a_	0.82683	0.82683	0.0	247	6.946e-07	a.4.5.5	a.4.5.0	1r1u	3gw2	94	92.0
d1r29a_	d2if5a_	0.88288	0.88288	0.0	415	7.947e-12	d.42.1.1	d.42.1.0	1r29	2if5	122	115.0
d1r29a_	d6guwa_	0.87958	0.87958	0.0	393	2.771e-11	d.42.1.1	d.42.1.0	1r29	6guw	122	118.0
d1r31a1	d1dqaa1	0.77852	0.77852	0.0	87	0.004803	d.58.20.1	d.58.20.1	1r31	1dqa	110	117.0
d1r8ea1	d1r8da_	0.821	0.821	0.0	225	2.953e-07	a.6.1.3	a.6.1.3	1r8e	1r8d	118	109.0
d1r8ea1	d1q06a_	0.7476	0.7476	0.0	158	0.0001737	a.6.1.3	a.6.1.3	1r8e	1q06	118	122.0
d1rbli_	d1wdds_	0.95825	0.95825	0.0	462	2.735e-12	d.73.1.1	d.73.1.1	1rbl	1wdd	109	122.0
d1rbli_	d1svdm1	0.92507	0.92507	0.0	432	2.373e-11	d.73.1.1	d.73.1.1	1rbl	1svd	109	108.0
d1repc2	d2nrac2	0.86475	0.86475	0.0	205	6.596e-06	a.4.5.10	a.4.5.10	1rep	2nra	103	117.0
d1rm6a1	d1n62b1	0.85392	0.85392	0.0	455	3.407e-13	d.41.1.1	d.41.1.1	1rm6	1n62	125	141.0
d1rm6a1	d1t3qb1	0.87502	0.87502	0.0	431	1.359e-12	d.41.1.1	d.41.1.1	1rm6	1t3q	125	165.0
d1rp3a3	d1smyf3	0.79109	0.78607	-0.005019999999999913	115	0.007007	a.177.1.1	a.177.1.1	1rp3	1smy	87	184.0
d1rp3a3	d4g7hf1	0.79559	0.78932	-0.006269999999999998	95	0.007448	a.177.1.1	a.177.1.0	1rp3	4g7h	87	180.0
d1rx0a2	d1jqia2	0.94932	0.94932	0.0	952	1.233e-25	e.6.1.1	e.6.1.1	1rx0	1jqi	231	231.0
d1rx0a2	d3mdda2	0.91856	0.91856	0.0	938	5.349e-26	e.6.1.1	e.6.1.1	1rx0	3mdd	231	231.0
d1rxda_	d1ohea2	0.85211	0.85211	0.0	242	6.043e-08	c.45.1.1	c.45.1.1	1rxd	1ohe	150	181.0
d1rxda_	d1i9sa_	0.79085	0.79085	0.0	180	1.442e-06	c.45.1.1	c.45.1.1	1rxd	1i9s	150	189.0
d1rype_	d1yara_	0.84797	0.84797	0.0	853	7.369e-25	d.153.1.4	d.153.1.4	1ryp	1yar	242	221.0
d1rype_	d1yarh_	0.73003	0.73003	0.0	478	6.592e-15	d.153.1.4	d.153.1.4	1ryp	1yar	242	203.0
d1rypj_	d1yarh_	0.87427	0.87427	0.0	528	1.303e-14	d.153.1.4	d.153.1.4	1ryp	1yar	204	203.0
d1rypj_	d1yara_	0.80292	0.80398	0.001060000000000061	384	1.39e-12	d.153.1.4	d.153.1.4	1ryp	1yar	204	221.0
d1rz3a_	d1sq5a_	0.84109	0.84109	0.0	204	9.865e-09	c.37.1.6	c.37.1.6	1rz3	1sq5	184	302.0
d1rz4a1	d4cr2t2	0.60896	0.60896	0.0	104	0.003359	a.4.5.47	a.4.5.47	1rz4	4cr2	83	94.0
d1rz4a1	d4cr2p2	0.57342	0.57342	0.0	62	0.1356	a.4.5.47	a.4.5.47	1rz4	4cr2	83	117.0
d1s35a2	d1cuna2	0.83461	0.83461	0.0	181	0.0003797	a.7.1.1	a.7.1.1	1s35	1cun	105	104.0
d1s35a2	d3f31a_	0.85262	0.85262	0.0	160	0.001426	a.7.1.1	a.7.1.0	1s35	3f31	105	137.0
d1s9aa_	d1dmha_	0.9154	0.9154	0.0	781	3.6300000000000003e-22	b.3.6.1	b.3.6.1	1s9a	1dmh	256	309.0
d1s9aa_	d3mv4m_	0.55563	0.55563	0.0	297	1.873e-12	b.3.6.1	b.3.6.1	1s9a	3mv4	256	238.0
d1se9a_	d2wyqa_	0.62935	0.62935	0.0	176	1.833e-05	d.15.1.1	d.15.1.1	1se9	2wyq	101	77.0
d1se9a_	d1m94a_	0.6207	0.6207	0.0	175	3.082e-05	d.15.1.1	d.15.1.1	1se9	1m94	101	73.0
d1sfpa_	d1sppb_	0.89631	0.89631	0.0	479	4.743e-14	b.23.1.1	b.23.1.1	1sfp	1spp	111	112.0
d1sfpa_	d6fzvd1	0.79295	0.79295	0.0	319	1.908e-10	b.23.1.1	b.23.1.0	1sfp	6fzv	111	118.0
d1sgma2	d2g7sa2	0.76242	0.76242	0.0	87	0.09351	a.121.1.1	a.121.1.1	1sgm	2g7s	111	116.0
d1sgma2	d1t56a2	0.66871	0.66871	0.0	73	0.07557	a.121.1.1	a.121.1.1	1sgm	1t56	111	120.0
d1sjwa_	d2geya1	0.7216	0.7216	0.0	306	7.299e-11	d.17.4.9	d.17.4.9	1sjw	2gey	142	144.0
d1sjwa_	d1nwwa_	0.69518	0.69518	0.0	240	3.264e-08	d.17.4.9	d.17.4.8	1sjw	1nww	142	145.0
d1sq2n_	d4hgma_	0.82791	0.82791	0.0	498	5.748e-12	b.1.1.1	b.1.1.1	1sq2	4hgm	112	103.0
d1sq2n_	d6eh4d1	0.77476	0.77476	0.0	319	2.982e-08	b.1.1.1	b.1.1.0	1sq2	6eh4	112	111.0
d1sqga1	d3d3ba_	0.72569	0.72569	0.0	149	0.003146	a.79.1.3	a.79.1.1	1sqg	3d3b	140	139.0
d1sqga1	d1tzva_	0.74628	0.74628	0.0	146	0.004042	a.79.1.3	a.79.1.1	1sqg	1tzv	140	141.0
d1sr4c_	d1upsa2	0.60386	0.60386	0.0	114	0.0004067	b.42.2.1	b.42.2.3	1sr4	1ups	154	131.0
d1sr4c_	d3aj6a1	0.64654	0.64654	0.0	113	0.001425	b.42.2.1	b.42.2.1	1sr4	3aj6	154	145.0
d1st9a_	d3gl3a1	0.87331	0.87331	0.0	530	5.159e-16	c.47.1.10	c.47.1.0	1st9	3gl3	137	135.0
d1st9a_	d3or5a_	0.88105	0.88105	0.0	473	2.93e-14	c.47.1.10	c.47.1.0	1st9	3or5	137	145.0
d1swva_	d3irua_	0.94374	0.94374	0.0	879	5.649e-23	c.108.1.3	c.108.1.0	1swv	3iru	257	276.0
d1swva_	d3s6jd_	0.74434	0.74434	0.0	381	8.461e-12	c.108.1.3	c.108.1.0	1swv	3s6j	257	216.0
d1sxjc1	d1iqpa1	0.732	0.732	0.0	140	0.004058	a.80.1.1	a.80.1.1	1sxj	1iqp	95	95.0
d1sxjc1	d3bgea1	0.67737	0.67737	0.0	59	0.5016	a.80.1.1	a.80.1.2	1sxj	3bge	95	163.0
d1sy7a1	d1p80a1	0.79561	0.79561	0.0	419	1.435e-13	c.23.16.3	c.23.16.3	1sy7	1p80	184	156.0
d1sy7a1	d2vrna_	0.82147	0.82147	0.0	386	1.84e-12	c.23.16.3	c.23.16.0	1sy7	2vrn	184	185.0
d1t2ma1	d3axaa_	0.82352	0.82805	0.004529999999999923	472	1.55e-12	b.36.1.1	b.36.1.1	1t2m	3axa	92	97.0
d1t2ma1	d1n7ea_	0.80041	0.80041	0.0	252	2.372e-06	b.36.1.1	b.36.1.1	1t2m	1n7e	92	95.0
d1t3ba2	d1eeja2	0.81362	0.81362	0.0	197	2.429e-05	d.17.3.1	d.17.3.1	1t3b	1eej	59	60.0
d1t3ta5	d1vk3a2	0.64707	0.64707	0.0	192	5.281e-08	d.79.4.1	d.79.4.1	1t3t	1vk3	200	162.0
d1t6ca2	d1u6za3	0.80833	0.80833	0.0	383	8.834e-12	c.55.1.8	c.55.1.8	1t6c	1u6z	180	177.0
d1t6ca2	d3cj1a2	0.68001	0.68001	0.0	101	0.0002932	c.55.1.8	c.55.1.15	1t6c	3cj1	180	276.0
d1t6la1	d1ud9a1	0.63388	0.63388	0.0	143	4.385e-05	d.131.1.2	d.131.1.2	1t6l	1ud9	126	119.0
d1t6la1	d1iz5a1	0.63311	0.63311	0.0	136	0.0001008	d.131.1.2	d.131.1.2	1t6l	1iz5	126	119.0
d1t9ha1	d1u0la1	0.79239	0.79239	0.0	170	0.0002344	b.40.4.5	b.40.4.5	1t9h	1u0l	67	66.0
d1t9ha1	d3i4oa_	0.76083	0.76083	0.0	141	0.001371	b.40.4.5	b.40.4.5	1t9h	3i4o	67	68.0
d1tc3c_	d1gdta1	0.62945	0.62945	0.0	62	0.1995	a.4.1.2	a.4.1.2	1tc3	1gdt	51	43.0
d1tc3c_	d1k78a1	0.75119	0.75119	0.0	56	0.6741	a.4.1.2	a.4.1.5	1tc3	1k78	51	63.0
d1tdqa1	d2rb8a_	0.89144	0.89144	0.0	401	9.134e-09	b.1.2.1	b.1.2.1	1tdq	2rb8	93	93.0
d1tdqa1	d1fnfa3	0.84695	0.84695	0.0	340	1.354e-07	b.1.2.1	b.1.2.1	1tdq	1fnf	93	89.0
d1tdza1	d1r2za1	0.93327	0.93327	0.0	294	1.057e-07	a.156.1.2	a.156.1.2	1tdz	1r2z	88	94.0
d1tdza1	d1k3xa1	0.76449	0.76449	0.0	163	0.0001433	a.156.1.2	a.156.1.2	1tdz	1k3x	88	89.0
d1te2a_	d2wf7a_	0.83774	0.83774	0.0	446	3.773e-15	c.108.1.6	c.108.1.6	1te2	2wf7	218	218.0
d1te2a_	d3e58a_	0.81577	0.81577	0.0	424	1.245e-14	c.108.1.6	c.108.1.0	1te2	3e58	218	208.0
d1tiba_	d3tgla_	0.8778	0.8778	0.0	563	2.043e-18	c.69.1.17	c.69.1.17	1tib	3tgl	269	265.0
d1tiba_	d3o0da_	0.87988	0.87988	0.0	550	9.803e-19	c.69.1.17	c.69.1.0	1tib	3o0d	269	301.0
d1toaa_	d3mfqa_	0.94628	0.94628	0.0	1074	5.524e-29	c.92.2.2	c.92.2.0	1toa	3mfq	277	278.0
d1toaa_	d3hh8a_	0.91973	0.91973	0.0	860	3.0799999999999997e-24	c.92.2.2	c.92.2.2	1toa	3hh8	277	280.0
d1tuha_	d3g8za_	0.8482	0.8482	0.0	390	2.424e-10	d.17.4.11	d.17.4.0	1tuh	3g8z	131	123.0
d1tuha_	d3ebta1	0.83636	0.83636	0.0	300	2.355e-08	d.17.4.11	d.17.4.9	1tuh	3ebt	131	131.0
d1tvxa_	d1o80a_	0.84284	0.84284	0.0	241	1.075e-06	d.9.1.1	d.9.1.1	1tvx	1o80	64	74.0
d1tvxa_	d2ra4a_	0.71899	0.71899	0.0	144	0.0005438	d.9.1.1	d.9.1.1	1tvx	2ra4	64	65.0
d1tzba_	d1j5xa_	0.78174	0.78174	0.0	338	6.843e-13	c.80.1.1	c.80.1.1	1tzb	1j5x	301	319.0
d1tzba_	d1moqa_	0.83311	0.83311	0.0	330	3.404e-12	c.80.1.1	c.80.1.1	1tzb	1moq	301	366.0
d1u00a1	d4f01a2	0.79468	0.79468	0.0	199	0.0001381	a.8.4.1	a.8.4.1	1u00	4f01	112	96.0
d1u00a1	d1dkza1	0.77888	0.77888	0.0	177	0.0004455	a.8.4.1	a.8.4.1	1u00	1dkz	112	97.0
d1u0ka2	d3edna2	0.82212	0.82212	0.0	325	1.447e-10	d.21.1.2	d.21.1.0	1u0k	3edn	153	164.0
